instance,temperature,lastRepairYear,manufactureYear
9302,-85.1,2017,2011
9304,-85.0,2017,2011
9306,-85.0,2017,2011
9308,-85.1,2017,2011
9310,-84.8,2017,2011
9312,-84.9,2017,2011
9314,-84.9,2017,2011
9316,-84.9,2017,2011
9318,-84.9,2017,2011
9320,-85.3,2017,2011
9322,-84.6,2017,2011
9324,-85.3,2017,2011
9326,-85.0,2017,2011
9328,-85.0,2017,2011
9330,-84.8,2017,2011
9332,-85.0,2017,2011
9334,-85.4,2017,2011
9336,-84.8,2017,2011
9338,-85.1,2017,2011
9340,-85.0,2017,2011
9342,-84.8,2017,2011
9344,-85.1,2017,2011
9346,-85.2,2017,2011
9348,-84.9,2017,2011
9350,-85.3,2017,2011
9352,-84.9,2017,2011
9354,-84.7,2017,2011
9356,-85.1,2017,2011
9358,-84.8,2017,2011
9360,-84.8,2017,2011
9362,-84.7,2017,2011
9364,-84.8,2017,2011
9366,-85.0,2017,2011
9368,-84.9,2017,2011
9370,-85.0,2017,2011
9372,-85.0,2017,2011
9374,-85.2,2017,2011
9376,-84.7,2017,2011
9378,-84.8,2017,2011
9380,-84.6,2017,2011
9382,-85.0,2017,2011
9384,-84.9,2017,2011
9386,-85.1,2017,2011
9388,-84.9,2017,2011
9390,-84.9,2017,2011
9392,-85.0,2017,2011
9394,-85.1,2017,2011
9396,-85.1,2017,2011
9398,-84.6,2017,2011
9400,-85.0,2017,2011
9402,-84.9,2017,2011
9404,-85.1,2017,2011
9406,-85.1,2017,2011
9408,-85.0,2017,2011
9410,-85.1,2017,2011
9412,-84.4,2017,2011
9414,-85.1,2017,2011
9416,-84.8,2017,2011
9418,-85.3,2017,2011
9420,-85.2,2017,2011
9422,-85.2,2017,2011
9424,-85.3,2017,2011
9426,-84.9,2017,2011
9428,-85.1,2017,2011
9430,-84.9,2017,2011
9432,-85.2,2017,2011
9434,-84.7,2017,2011
9436,-85.1,2017,2011
9438,-85.1,2017,2011
9440,-85.0,2017,2011
9442,-84.9,2017,2011
9444,-85.3,2017,2011
9446,-85.0,2017,2011
9448,-84.8,2017,2011
9450,-85.2,2017,2011
9452,-84.8,2017,2011
9454,-84.7,2017,2011
9456,-85.1,2017,2011
9458,-84.8,2017,2011
9460,-85.0,2017,2011
9462,-84.8,2017,2011
9464,-85.0,2017,2011
9466,-84.9,2017,2011
9468,-85.0,2017,2011
9470,-85.0,2017,2011
9472,-84.9,2017,2011
9474,-84.8,2017,2011
9476,-85.2,2017,2011
9478,-84.6,2017,2011
9480,-84.6,2017,2011
9482,-85.3,2017,2011
9484,-85.0,2017,2011
9486,-85.0,2017,2011
9488,-84.7,2017,2011
9490,-85.2,2017,2011
9492,-85.1,2017,2011
9494,-85.2,2017,2011
9496,-85.3,2017,2011
9498,-85.1,2017,2011
9500,-85.2,2017,2011
9502,-84.9,2017,2011
9504,-84.9,2017,2011
9506,-84.9,2017,2011
9508,-84.8,2017,2011
9510,-84.9,2017,2011
9512,-84.9,2017,2011
9514,-85.0,2017,2011
9516,-85.1,2017,2011
9518,-84.9,2017,2011
9520,-85.4,2017,2011
9522,-84.6,2017,2011
9524,-85.0,2017,2011
9526,-85.0,2017,2011
9528,-85.3,2017,2011
9530,-85.1,2017,2011
9532,-84.7,2017,2011
9534,-85.1,2017,2011
9536,-85.0,2017,2011
9538,-84.9,2017,2011
9540,-84.6,2017,2011
9542,-85.2,2017,2011
9544,-84.4,2017,2011
9546,-85.3,2017,2011
9548,-85.1,2017,2011
9550,-85.0,2017,2011
9552,-84.7,2017,2011
9554,-85.3,2017,2011
9556,-85.1,2017,2011
9558,-85.1,2017,2011
9560,-84.8,2017,2011
9562,-85.2,2017,2011
9564,-84.7,2017,2011
9566,-85.2,2017,2011
9568,-85.4,2017,2011
9570,-85.0,2017,2011
9572,-85.0,2017,2011
9574,-85.2,2017,2011
9576,-84.6,2017,2011
9578,-85.3,2017,2011
9580,-85.0,2017,2011
9582,-85.1,2017,2011
9584,-85.0,2017,2011
9586,-84.7,2017,2011
9588,-84.8,2017,2011
9590,-84.9,2017,2011
9592,-84.7,2017,2011
9594,-85.0,2017,2011
9596,-84.9,2017,2011
9598,-84.7,2017,2011
9600,-85.2,2017,2011
9602,-85.1,2017,2011
9604,-84.9,2017,2011
9606,-85.0,2017,2011
9608,-85.2,2017,2011
9610,-85.3,2017,2011
9612,-85.5,2017,2011
9614,-84.8,2017,2011
9616,-85.0,2017,2011
9618,-85.1,2017,2011
9620,-84.5,2017,2011
9622,-84.6,2017,2011
9624,-85.0,2017,2011
9626,-84.9,2017,2011
9628,-85.3,2017,2011
9630,-85.6,2017,2011
9632,-85.2,2017,2011
9634,-84.8,2017,2011
9636,-85.1,2017,2011
9638,-84.9,2017,2011
9640,-85.0,2017,2011
9642,-84.7,2017,2011
9644,-85.2,2017,2011
9646,-85.0,2017,2011
9648,-85.0,2017,2011
9650,-85.2,2017,2011
9652,-84.9,2017,2011
9654,-84.8,2017,2011
9656,-84.9,2017,2011
9658,-84.8,2017,2011
9660,-85.0,2017,2011
9662,-84.9,2017,2011
9664,-85.3,2017,2011
9666,-85.3,2017,2011
9668,-84.9,2017,2011
9670,-85.0,2017,2011
9672,-84.9,2017,2011
9674,-85.0,2017,2011
9676,-85.0,2017,2011
9678,-85.1,2017,2011
9680,-84.9,2017,2011
9682,-85.3,2017,2011
9684,-85.0,2017,2011
9686,-84.8,2017,2011
9688,-85.0,2017,2011
9690,-85.2,2017,2011
9692,-84.9,2017,2011
9694,-85.0,2017,2011
9696,-84.9,2017,2011
9698,-85.0,2017,2011
9700,-84.9,2017,2011
9702,-85.1,2017,2011
9704,-85.5,2017,2011
9706,-85.2,2017,2011
9708,-84.9,2017,2011
9710,-85.0,2017,2011
9712,-84.9,2017,2011
9714,-85.1,2017,2011
9716,-85.3,2017,2011
9718,-85.0,2017,2011
9720,-84.9,2017,2011
9722,-85.1,2017,2011
9724,-84.9,2017,2011
9726,-84.8,2017,2011
9728,-85.0,2017,2011
9730,-85.2,2017,2011
9732,-85.2,2017,2011
9734,-84.9,2017,2011
9736,-85.1,2017,2011
9738,-85.0,2017,2011
9740,-85.1,2017,2011
9742,-85.2,2017,2011
9744,-85.3,2017,2011
9746,-85.2,2017,2011
9748,-85.5,2017,2011
9750,-84.6,2017,2011
9752,-85.1,2017,2011
9754,-85.2,2017,2011
9756,-84.9,2017,2011
9758,-85.5,2017,2011
9760,-84.7,2017,2011
9762,-85.1,2017,2011
9764,-85.2,2017,2011
9766,-85.3,2017,2011
9768,-85.1,2017,2011
9770,-85.4,2017,2011
9772,-84.8,2017,2011
9774,-84.9,2017,2011
9776,-84.8,2017,2011
9778,-85.1,2017,2011
9780,-84.9,2017,2011
9782,-85.1,2017,2011
9784,-85.1,2017,2011
9786,-85.2,2017,2011
9788,-85.2,2017,2011
9790,-85.1,2017,2011
9792,-85.3,2017,2011
9794,-85.3,2017,2011
9796,-85.0,2017,2011
9798,-84.9,2017,2011
9800,-84.8,2017,2011
9802,-85.0,2017,2011
9804,-85.2,2017,2011
9806,-84.8,2017,2011
9808,-85.5,2017,2011
9810,-84.9,2017,2011
9812,-85.1,2017,2011
9814,-84.7,2017,2011
9816,-85.1,2017,2011
9818,-85.3,2017,2011
9820,-85.2,2017,2011
9822,-85.0,2017,2011
9824,-84.8,2017,2011
9826,-84.8,2017,2011
9828,-84.7,2017,2011
9830,-85.1,2017,2011
9832,-85.3,2017,2011
9834,-85.1,2017,2011
9836,-84.9,2017,2011
9838,-85.0,2017,2011
9840,-85.1,2017,2011
9842,-85.1,2017,2011
9844,-85.0,2017,2011
9846,-85.1,2017,2011
9848,-85.3,2017,2011
9850,-85.4,2017,2011
9852,-84.9,2017,2011
9854,-84.8,2017,2011
9856,-85.0,2017,2011
9858,-85.2,2017,2011
9860,-84.7,2017,2011
9862,-85.2,2017,2011
9864,-84.8,2017,2011
9866,-85.1,2017,2011
9868,-85.1,2017,2011
9870,-84.8,2017,2011
9872,-85.0,2017,2011
9874,-84.5,2017,2011
9876,-85.0,2017,2011
9878,-84.8,2017,2011
9880,-85.0,2017,2011
9882,-84.9,2017,2011
9884,-85.3,2017,2011
9886,-84.9,2017,2011
9888,-85.2,2017,2011
9890,-84.8,2017,2011
9892,-85.0,2017,2011
9894,-85.0,2017,2011
9896,-85.3,2017,2011
9898,-84.8,2017,2011
9900,-85.1,2017,2011
9902,-84.9,2017,2011
9904,-85.1,2017,2011
9906,-85.4,2017,2011
9908,-85.0,2017,2011
9910,-84.9,2017,2011
9912,-84.7,2017,2011
9914,-85.0,2017,2011
9916,-84.8,2017,2011
9918,-85.2,2017,2011
9920,-85.2,2017,2011
9922,-84.8,2017,2011
9924,-85.3,2017,2011
9926,-85.1,2017,2011
9928,-85.3,2017,2011
9930,-85.1,2017,2011
9932,-84.9,2017,2011
9934,-85.1,2017,2011
9936,-84.9,2017,2011
9938,-85.0,2017,2011
9940,-85.0,2017,2011
9942,-84.9,2017,2011
9944,-85.0,2017,2011
9946,-85.0,2017,2011
9948,-85.0,2017,2011
9950,-84.9,2017,2011
9952,-84.6,2017,2011
9954,-85.0,2017,2011
9956,-84.7,2017,2011
9958,-85.2,2017,2011
9960,-84.8,2017,2011
9962,-84.9,2017,2011
9964,-84.9,2017,2011
9966,-85.6,2017,2011
9968,-84.7,2017,2011
9970,-85.1,2017,2011
9972,-85.0,2017,2011
9974,-84.9,2017,2011
9976,-85.4,2017,2011
9978,-85.1,2017,2011
9980,-85.2,2017,2011
9982,-85.1,2017,2011
9984,-85.1,2017,2011
9986,-84.9,2017,2011
9988,-85.3,2017,2011
9990,-85.1,2017,2011
9992,-85.3,2017,2011
9994,-84.7,2017,2011
9996,-85.0,2017,2011
9998,-85.0,2017,2011
10000,-85.0,2017,2011
10002,-84.8,2017,2011
10004,-84.9,2017,2011
10006,-84.9,2017,2011
10008,-84.9,2017,2011
10010,-85.3,2017,2011
10012,-84.7,2017,2011
10014,-84.9,2017,2011
10016,-85.0,2017,2011
10018,-85.1,2017,2011
10020,-85.0,2017,2011
10022,-85.2,2017,2011
10024,-85.1,2017,2011
10026,-84.8,2017,2011
10028,-84.9,2017,2011
10030,-84.9,2017,2011
10032,-85.2,2017,2011
10034,-84.5,2017,2011
10036,-85.1,2017,2011
10038,-84.7,2017,2011
10040,-85.0,2017,2011
10042,-85.0,2017,2011
10044,-84.9,2017,2011
10046,-84.5,2017,2011
10048,-85.1,2017,2011
10050,-84.7,2017,2011
10052,-84.9,2017,2011
10054,-85.1,2017,2011
10056,-84.9,2017,2011
10058,-84.9,2017,2011
10060,-85.1,2017,2011
10062,-85.3,2017,2011
10064,-85.1,2017,2011
10066,-84.9,2017,2011
10068,-84.9,2017,2011
10070,-84.9,2017,2011
10072,-84.7,2017,2011
10074,-85.2,2017,2011
10076,-84.8,2017,2011
10078,-84.9,2017,2011
10080,-84.9,2017,2011
10082,-85.2,2017,2011
10084,-85.0,2017,2011
10086,-84.5,2017,2011
10088,-85.1,2017,2011
10090,-85.2,2017,2011
10092,-85.0,2017,2011
10094,-85.1,2017,2011
10096,-84.9,2017,2011
10098,-85.4,2017,2011
10100,-84.9,2017,2011
10102,-85.0,2017,2011
10104,-85.1,2017,2011
10106,-84.9,2017,2011
10108,-85.0,2017,2011
10110,-85.2,2017,2011
10112,-84.8,2017,2011
10114,-85.2,2017,2011
10116,-84.7,2017,2011
10118,-85.0,2017,2011
10120,-85.0,2017,2011
10122,-84.8,2017,2011
10124,-84.8,2017,2011
10126,-85.1,2017,2011
10128,-85.3,2017,2011
10130,-84.9,2017,2011
10132,-85.0,2017,2011
10134,-85.0,2017,2011
10136,-85.1,2017,2011
10138,-84.9,2017,2011
10140,-84.6,2017,2011
10142,-84.6,2017,2011
10144,-85.2,2017,2011
10146,-85.3,2017,2011
10148,-85.0,2017,2011
10150,-84.6,2017,2011
10152,-85.0,2017,2011
10154,-84.8,2017,2011
10156,-85.1,2017,2011
10158,-84.8,2017,2011
10160,-84.7,2017,2011
10162,-85.0,2017,2011
10164,-85.0,2017,2011
10166,-84.7,2017,2011
10168,-84.8,2017,2011
10170,-84.7,2017,2011
10172,-84.6,2017,2011
10174,-85.1,2017,2011
10176,-85.1,2017,2011
10178,-85.0,2017,2011
10180,-85.2,2017,2011
10182,-85.1,2017,2011
10184,-84.8,2017,2011
10186,-84.9,2017,2011
10188,-85.3,2017,2011
10190,-85.0,2017,2011
10192,-84.9,2017,2011
10194,-84.7,2017,2011
10196,-84.8,2017,2011
10198,-84.8,2017,2011
10200,-84.8,2017,2011
10202,-84.9,2017,2011
10204,-84.9,2017,2011
10206,-84.6,2017,2011
10208,-84.8,2017,2011
10210,-84.9,2017,2011
10212,-85.1,2017,2011
10214,-84.9,2017,2011
10216,-85.1,2017,2011
10218,-85.4,2017,2011
10220,-85.1,2017,2011
10222,-84.9,2017,2011
10224,-85.0,2017,2011
10226,-84.7,2017,2011
10228,-85.6,2017,2011
10230,-85.2,2017,2011
10232,-85.2,2017,2011
10234,-85.3,2017,2011
10236,-84.9,2017,2011
10238,-85.1,2017,2011
10240,-85.1,2017,2011
10242,-84.8,2017,2011
10244,-85.0,2017,2011
10246,-84.3,2017,2011
10248,-84.6,2017,2011
10250,-84.7,2017,2011
10252,-85.0,2017,2011
10254,-85.3,2017,2011
10256,-85.2,2017,2011
10258,-85.2,2017,2011
10260,-84.9,2017,2011
10262,-85.0,2017,2011
10264,-85.0,2017,2011
10266,-84.9,2017,2011
10268,-85.2,2017,2011
10270,-85.1,2017,2011
10272,-84.9,2017,2011
10274,-85.2,2017,2011
10276,-85.0,2017,2011
10278,-84.9,2017,2011
10280,-85.1,2017,2011
10282,-85.0,2017,2011
10284,-84.8,2017,2011
10286,-85.2,2017,2011
10288,-84.9,2017,2011
10290,-85.1,2017,2011
10292,-84.9,2017,2011
10294,-85.0,2017,2011
10296,-85.1,2017,2011
10298,-85.4,2017,2011
10300,-85.1,2017,2011
10302,-84.7,2017,2011
10304,-85.1,2017,2011
10306,-85.2,2017,2011
10308,-85.2,2017,2011
10310,-84.8,2017,2011
10312,-85.1,2017,2011
10314,-84.8,2017,2011
10316,-85.1,2017,2011
10318,-85.1,2017,2011
10320,-84.9,2017,2011
10322,-85.0,2017,2011
10324,-85.0,2017,2011
10326,-84.7,2017,2011
10328,-85.2,2017,2011
10330,-85.5,2017,2011
10332,-85.0,2017,2011
10334,-84.8,2017,2011
10336,-85.1,2017,2011
10338,-85.2,2017,2011
10340,-85.1,2017,2011
10342,-85.1,2017,2011
10344,-85.1,2017,2011
10346,-84.9,2017,2011
10348,-84.9,2017,2011
10350,-85.1,2017,2011
10352,-84.9,2017,2011
10354,-85.3,2017,2011
10356,-85.0,2017,2011
10358,-85.3,2017,2011
10360,-84.7,2017,2011
10362,-85.1,2017,2011
10364,-84.9,2017,2011
10366,-85.0,2017,2011
10368,-84.6,2017,2011
10370,-85.1,2017,2011
10372,-85.0,2017,2011
10374,-85.1,2017,2011
10376,-85.5,2017,2011
10378,-84.9,2017,2011
10380,-85.2,2017,2011
10382,-85.0,2017,2011
10384,-85.0,2017,2011
10386,-85.0,2017,2011
10388,-84.8,2017,2011
10390,-85.1,2017,2011
10392,-85.1,2017,2011
10394,-85.1,2017,2011
10396,-85.2,2017,2011
10398,-84.8,2017,2011
10400,-84.5,2017,2011
10402,-84.8,2017,2011
10404,-85.2,2017,2011
10406,-85.0,2017,2011
10408,-84.8,2017,2011
10410,-85.2,2017,2011
10412,-84.9,2017,2011
10414,-85.0,2017,2011
10416,-84.9,2017,2011
10418,-85.1,2017,2011
10420,-84.7,2017,2011
10422,-84.9,2017,2011
10424,-84.8,2017,2011
10426,-85.2,2017,2011
10428,-85.1,2017,2011
10430,-85.2,2017,2011
10432,-84.8,2017,2011
10434,-85.2,2017,2011
10436,-84.9,2017,2011
10438,-85.0,2017,2011
10440,-85.2,2017,2011
10442,-85.1,2017,2011
10444,-85.0,2017,2011
10446,-84.8,2017,2011
10448,-84.9,2017,2011
10450,-84.9,2017,2011
10452,-85.1,2017,2011
10454,-85.0,2017,2011
10456,-85.3,2017,2011
10458,-85.1,2017,2011
10460,-85.1,2017,2011
10462,-84.9,2017,2011
10464,-85.2,2017,2011
10466,-84.9,2017,2011
10468,-84.9,2017,2011
10470,-84.8,2017,2011
10472,-85.2,2017,2011
10474,-84.9,2017,2011
10476,-84.9,2017,2011
10478,-84.7,2017,2011
10480,-85.1,2017,2011
10482,-84.7,2017,2011
10484,-85.0,2017,2011
10486,-84.7,2017,2011
10488,-84.6,2017,2011
10490,-85.5,2017,2011
10492,-84.9,2017,2011
10494,-85.0,2017,2011
10496,-85.1,2017,2011
10498,-84.5,2017,2011
10500,-85.0,2017,2011
10502,-84.9,2017,2011
10504,-85.1,2017,2011
10506,-84.9,2017,2011
10508,-84.8,2017,2011
10510,-85.2,2017,2011
10512,-85.0,2017,2011
10514,-84.6,2017,2011
10516,-85.0,2017,2011
10518,-85.4,2017,2011
10520,-84.7,2017,2011
10522,-85.4,2017,2011
10524,-84.8,2017,2011
10526,-85.4,2017,2011
10528,-84.8,2017,2011
10530,-84.9,2017,2011
10532,-85.0,2017,2011
10534,-85.3,2017,2011
10536,-84.9,2017,2011
10538,-85.3,2017,2011
10540,-84.9,2017,2011
10542,-84.9,2017,2011
10544,-84.7,2017,2011
10546,-85.3,2017,2011
10548,-85.1,2017,2011
10550,-85.2,2017,2011
10552,-85.1,2017,2011
10554,-85.4,2017,2011
10556,-84.8,2017,2011
10558,-85.3,2017,2011
10560,-85.0,2017,2011
10562,-85.1,2017,2011
10564,-85.0,2017,2011
10566,-84.9,2017,2011
10568,-84.9,2017,2011
10570,-85.0,2017,2011
10572,-85.2,2017,2011
10574,-84.6,2017,2011
10576,-84.7,2017,2011
10578,-84.9,2017,2011
10580,-85.3,2017,2011
10582,-85.0,2017,2011
10584,-85.3,2017,2011
10586,-84.7,2017,2011
10588,-85.1,2017,2011
10590,-85.1,2017,2011
10592,-85.1,2017,2011
10594,-85.1,2017,2011
10596,-85.0,2017,2011
10598,-84.9,2017,2011
10600,-85.1,2017,2011
10602,-85.2,2017,2011
10604,-84.7,2017,2011
10606,-84.7,2017,2011
10608,-85.0,2017,2011
10610,-84.6,2017,2011
10612,-84.8,2017,2011
10614,-85.3,2017,2011
10616,-85.4,2017,2011
10618,-84.9,2017,2011
10620,-84.6,2017,2011
10622,-85.1,2017,2011
10624,-85.1,2017,2011
10626,-84.7,2017,2011
10628,-85.1,2017,2011
10630,-84.7,2017,2011
10632,-85.1,2017,2011
10634,-85.0,2017,2011
10636,-85.3,2017,2011
10638,-84.8,2017,2011
10640,-85.1,2017,2011
10642,-85.0,2017,2011
10644,-85.2,2017,2011
10646,-85.0,2017,2011
10648,-85.2,2017,2011
10650,-84.9,2017,2011
10652,-85.0,2017,2011
10654,-85.1,2017,2011
10656,-84.7,2017,2011
10658,-85.1,2017,2011
10660,-85.2,2017,2011
10662,-84.7,2017,2011
10664,-84.8,2017,2011
10666,-84.9,2017,2011
10668,-84.8,2017,2011
10670,-85.1,2017,2011
10672,-84.9,2017,2011
10674,-84.7,2017,2011
10676,-85.0,2017,2011
10678,-85.1,2017,2011
10680,-84.9,2017,2011
10682,-84.9,2017,2011
10684,-84.9,2017,2011
10686,-85.3,2017,2011
10688,-84.9,2017,2011
10690,-85.0,2017,2011
10692,-84.8,2017,2011
10694,-84.8,2017,2011
10696,-84.9,2017,2011
10698,-85.2,2017,2011
10700,-84.9,2017,2011
10702,-85.3,2017,2011
10704,-85.2,2017,2011
10706,-85.4,2017,2011
10708,-84.9,2017,2011
10710,-84.9,2017,2011
10712,-85.2,2017,2011
10714,-85.1,2017,2011
10716,-85.4,2017,2011
10718,-84.9,2017,2011
10720,-85.3,2017,2011
10722,-84.9,2017,2011
10724,-85.2,2017,2011
10726,-85.4,2017,2011
10728,-84.9,2017,2011
10730,-84.9,2017,2011
10732,-84.9,2017,2011
10734,-84.8,2017,2011
10736,-84.5,2017,2011
10738,-84.8,2017,2011
10740,-84.9,2017,2011
10742,-85.1,2017,2011
10744,-85.3,2017,2011
10746,-85.1,2017,2011
10748,-85.0,2017,2011
10750,-84.9,2017,2011
10752,-84.9,2017,2011
10754,-84.8,2017,2011
10756,-85.3,2017,2011
10758,-84.7,2017,2011
10760,-84.4,2017,2011
10762,-85.3,2017,2011
10764,-84.9,2017,2011
10766,-84.5,2017,2011
10768,-85.3,2017,2011
10770,-84.6,2017,2011
10772,-85.0,2017,2011
10774,-84.9,2017,2011
10776,-84.6,2017,2011
10778,-84.6,2017,2011
10780,-85.0,2017,2011
10782,-85.0,2017,2011
10784,-84.9,2017,2011
10786,-84.8,2017,2011
10788,-85.2,2017,2011
10790,-85.1,2017,2011
10792,-85.2,2017,2011
10794,-85.1,2017,2011
10796,-85.2,2017,2011
10798,-84.7,2017,2011
10800,-85.1,2017,2011
10802,-84.8,2017,2011
10804,-84.9,2017,2011
10806,-84.9,2017,2011
10808,-84.6,2017,2011
10810,-85.6,2017,2011
10812,-84.7,2017,2011
10814,-84.9,2017,2011
10816,-85.1,2017,2011
10818,-84.8,2017,2011
10820,-84.8,2017,2011
10822,-85.0,2017,2011
10824,-84.9,2017,2011
10826,-84.9,2017,2011
10828,-84.9,2017,2011
10830,-84.7,2017,2011
10832,-85.4,2017,2011
10834,-85.0,2017,2011
10836,-84.9,2017,2011
10838,-85.5,2017,2011
10840,-85.0,2017,2011
10842,-84.9,2017,2011
10844,-85.2,2017,2011
10846,-85.2,2017,2011
10848,-85.2,2017,2011
10850,-85.2,2017,2011
10852,-84.9,2017,2011
10854,-85.0,2017,2011
10856,-84.9,2017,2011
10858,-85.1,2017,2011
10860,-85.3,2017,2011
10862,-85.4,2017,2011
10864,-85.0,2017,2011
10866,-84.9,2017,2011
10868,-84.7,2017,2011
10870,-85.0,2017,2011
10872,-85.0,2017,2011
10874,-84.9,2017,2011
10876,-85.2,2017,2011
10878,-85.0,2017,2011
10880,-84.8,2017,2011
10882,-85.1,2017,2011
10884,-85.0,2017,2011
10886,-84.9,2017,2011
10888,-84.8,2017,2011
10890,-84.9,2017,2011
10892,-84.9,2017,2011
10894,-84.9,2017,2011
10896,-85.2,2017,2011
10898,-85.1,2017,2011
10900,-85.0,2017,2011
10902,-84.9,2017,2011
10904,-84.6,2017,2011
10906,-85.1,2017,2011
10908,-84.9,2017,2011
10910,-85.0,2017,2011
10912,-85.0,2017,2011
10914,-85.1,2017,2011
10916,-85.3,2017,2011
10918,-85.3,2017,2011
10920,-85.1,2017,2011
10922,-84.9,2017,2011
10924,-85.2,2017,2011
10926,-85.1,2017,2011
10928,-85.0,2017,2011
10930,-84.9,2017,2011
10932,-84.9,2017,2011
10934,-85.4,2017,2011
10936,-85.5,2017,2011
10938,-85.1,2017,2011
10940,-85.0,2017,2011
10942,-85.5,2017,2011
10944,-84.9,2017,2011
10946,-84.9,2017,2011
10948,-85.1,2017,2011
10950,-85.1,2017,2011
10952,-84.9,2017,2011
10954,-84.9,2017,2011
10956,-85.0,2017,2011
10958,-84.9,2017,2011
10960,-85.2,2017,2011
10962,-84.9,2017,2011
10964,-85.0,2017,2011
10966,-84.7,2017,2011
10968,-85.0,2017,2011
10970,-84.7,2017,2011
10972,-85.1,2017,2011
10974,-85.3,2017,2011
10976,-84.9,2017,2011
10978,-85.3,2017,2011
10980,-85.0,2017,2011
10982,-85.3,2017,2011
10984,-85.0,2017,2011
10986,-85.0,2017,2011
10988,-85.4,2017,2011
10990,-84.8,2017,2011
10992,-84.8,2017,2011
10994,-84.7,2017,2011
10996,-84.9,2017,2011
10998,-84.9,2017,2011
11000,-85.1,2017,2011
11002,-85.0,2017,2011
11004,-85.0,2017,2011
11006,-84.8,2017,2011
11008,-84.6,2017,2011
11010,-84.8,2017,2011
11012,-85.0,2017,2011
11014,-84.9,2017,2011
11016,-84.9,2017,2011
11018,-84.6,2017,2011
11020,-84.6,2017,2011
11022,-84.8,2017,2011
11024,-85.3,2017,2011
11026,-85.4,2017,2011
11028,-85.0,2017,2011
11030,-84.8,2017,2011
11032,-84.9,2017,2011
11034,-85.2,2017,2011
11036,-85.0,2017,2011
11038,-85.0,2017,2011
11040,-85.0,2017,2011
11042,-85.2,2017,2011
11044,-85.2,2017,2011
11046,-85.0,2017,2011
11048,-85.0,2017,2011
11050,-85.1,2017,2011
11052,-85.3,2017,2011
11054,-85.0,2017,2011
11056,-84.8,2017,2011
11058,-85.0,2017,2011
11060,-84.7,2017,2011
11062,-85.3,2017,2011
11064,-84.9,2017,2011
11066,-84.9,2017,2011
11068,-84.8,2017,2011
11070,-85.2,2017,2011
11072,-84.9,2017,2011
11074,-85.2,2017,2011
11076,-85.4,2017,2011
11078,-85.1,2017,2011
11080,-84.8,2017,2011
11082,-85.1,2017,2011
11084,-85.0,2017,2011
11086,-85.1,2017,2011
11088,-85.2,2017,2011
11090,-84.8,2017,2011
11092,-85.0,2017,2011
11094,-85.0,2017,2011
11096,-84.7,2017,2011
11098,-84.8,2017,2011
11100,-84.9,2017,2011
11102,-84.8,2017,2011
11104,-85.3,2017,2011
11106,-85.0,2017,2011
11108,-85.0,2017,2011
11110,-85.1,2017,2011
11112,-84.8,2017,2011
11114,-85.1,2017,2011
11116,-85.0,2017,2011
11118,-85.0,2017,2011
11120,-85.4,2017,2011
11122,-84.9,2017,2011
11124,-84.9,2017,2011
11126,-85.3,2017,2011
11128,-84.8,2017,2011
11130,-85.0,2017,2011
11132,-84.8,2017,2011
11134,-84.9,2017,2011
11136,-84.7,2017,2011
11138,-85.0,2017,2011
11140,-85.0,2017,2011
11142,-84.6,2017,2011
11144,-85.0,2017,2011
11146,-84.9,2017,2011
11148,-85.2,2017,2011
11150,-84.9,2017,2011
11152,-84.9,2017,2011
11154,-85.0,2017,2011
11156,-85.3,2017,2011
11158,-85.1,2017,2011
11160,-85.2,2017,2011
11162,-85.1,2017,2011
11164,-85.0,2017,2011
11166,-84.9,2017,2011
11168,-84.9,2017,2011
11170,-85.5,2017,2011
11172,-85.0,2017,2011
11174,-85.0,2017,2011
11176,-85.1,2017,2011
11178,-85.2,2017,2011
11180,-85.1,2017,2011
11182,-85.1,2017,2011
11184,-84.9,2017,2011
11186,-85.0,2017,2011
11188,-85.1,2017,2011
11190,-85.1,2017,2011
11192,-84.7,2017,2011
11194,-85.0,2017,2011
11196,-85.2,2017,2011
11198,-85.0,2017,2011
11200,-85.2,2017,2011
11202,-85.0,2017,2011
11204,-84.9,2017,2011
11206,-84.8,2017,2011
11208,-84.7,2017,2011
11210,-84.7,2017,2011
11212,-85.3,2017,2011
11214,-85.3,2017,2011
11216,-84.7,2017,2011
11218,-84.6,2017,2011
11220,-85.4,2017,2011
11222,-84.9,2017,2011
11224,-85.3,2017,2011
11226,-84.7,2017,2011
11228,-85.3,2017,2011
11230,-84.7,2017,2011
11232,-84.9,2017,2011
11234,-85.0,2017,2011
11236,-85.3,2017,2011
11238,-85.1,2017,2011
11240,-84.7,2017,2011
11242,-84.9,2017,2011
11244,-84.9,2017,2011
11246,-85.0,2017,2011
11248,-85.5,2017,2011
11250,-84.9,2017,2011
11252,-85.0,2017,2011
11254,-84.9,2017,2011
11256,-85.0,2017,2011
11258,-85.4,2017,2011
11260,-85.1,2017,2011
11262,-84.9,2017,2011
11264,-85.0,2017,2011
11266,-85.3,2017,2011
11268,-85.1,2017,2011
11270,-85.2,2017,2011
11272,-84.6,2017,2011
11274,-85.3,2017,2011
11276,-85.2,2017,2011
11278,-85.1,2017,2011
11280,-84.7,2017,2011
11282,-84.8,2017,2011
11284,-85.4,2017,2011
11286,-85.1,2017,2011
11288,-85.0,2017,2011
11290,-84.9,2017,2011
11292,-85.3,2017,2011
11294,-84.8,2017,2011
11296,-85.1,2017,2011
